age,sex,province,education,marital_status,n,educ,agegroup
29,Female,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,1,Bachelor's degree,35 or less
29,Female,New Brunswick,"University certificate, diploma or degree above the bach...",Married,1,Master or doctorate degree,35 or less
29,Female,Newfoundland and Labrador,"University certificate, diploma or degree above the bach...","Single, never married",1,Master or doctorate degree,35 or less
29,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,1,Bachelor's degree,35 or less
29,Female,Ontario,"College, CEGEP or other non-university certificate or di...",Living common-law,1,College degree,35 or less
29,Female,Ontario,"College, CEGEP or other non-university certificate or di...",Married,1,College degree,35 or less
29,Female,Ontario,"College, CEGEP or other non-university certificate or di...","Single, never married",2,College degree,35 or less
29,Female,Ontario,Less than high school diploma or its equivalent,"Single, never married",1,Less than high school,35 or less
29,Female,Ontario,Trade certificate or diploma,Married,1,College degree,35 or less
29,Female,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Living common-law,1,Bachelor's degree,35 or less
29,Female,Saskatchewan,Trade certificate or diploma,Married,1,College degree,35 or less
29,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Single, never married",1,Bachelor's degree,35 or less
29,Male,Ontario,High school diploma or a high school equivalency certificate,Married,1,High school,35 or less
29,Male,Ontario,"University certificate, diploma or degree above the bach...",Divorced,1,Master or doctorate degree,35 or less
29,Male,Ontario,"University certificate, diploma or degree above the bach...","Single, never married",1,Master or doctorate degree,35 or less
29,Male,Prince Edward Island,"University certificate, diploma or degree above the bach...",Married,1,Master or doctorate degree,35 or less
29,Male,Quebec,High school diploma or a high school equivalency certificate,Married,1,High school,35 or less
29,Male,Quebec,"University certificate, diploma or degree above the bach...",Living common-law,1,Master or doctorate degree,35 or less
29,Female,Alberta,High school diploma or a high school equivalency certificate,Married,1,High school,35 or less
29,Female,British Columbia,"College, CEGEP or other non-university certificate or di...",Living common-law,1,College degree,35 or less
29,Female,Manitoba,"College, CEGEP or other non-university certificate or di...","Single, never married",2,College degree,35 or less
29,Female,New Brunswick,"College, CEGEP or other non-university certificate or di...","Single, never married",1,College degree,35 or less
29,Female,Newfoundland and Labrador,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Single, never married",1,Bachelor's degree,35 or less
29,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,1,Bachelor's degree,35 or less
29,Female,Ontario,"College, CEGEP or other non-university certificate or di...","Single, never married",1,College degree,35 or less
29,Female,Ontario,High school diploma or a high school equivalency certificate,Married,1,High school,35 or less
29,Female,Prince Edward Island,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,1,Bachelor's degree,35 or less
29,Female,Saskatchewan,"NA","Single, never married",1,No schooling,35 or less
29,Male,British Columbia,High school diploma or a high school equivalency certificate,Married,1,High school,35 or less
29,Male,British Columbia,Trade certificate or diploma,"Single, never married",1,College degree,35 or less
29,Male,Manitoba,High school diploma or a high school equivalency certificate,"Single, never married",1,High school,35 or less
29,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,1,Bachelor's degree,35 or less
29,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Single, never married",3,Bachelor's degree,35 or less
29,Male,Ontario,High school diploma or a high school equivalency certificate,"Single, never married",1,High school,35 or less
29,Male,Ontario,University certificate or diploma below the bachelor's level,Married,1,Bachelor's degree,35 or less
29,Male,Prince Edward Island,"College, CEGEP or other non-university certificate or di...",Married,1,College degree,35 or less
29,Male,Quebec,High school diploma or a high school equivalency certificate,"Single, never married",1,High school,35 or less
29,Male,Quebec,Less than high school diploma or its equivalent,Living common-law,1,Less than high school,35 or less
29,Male,Quebec,Trade certificate or diploma,Living common-law,1,College degree,35 or less
29,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Single, never married",1,Bachelor's degree,35 or less
29,Female,Alberta,"College, CEGEP or other non-university certificate or di...",Married,2,College degree,35 or less
29,Female,Alberta,University certificate or diploma below the bachelor's level,"Single, never married",1,Bachelor's degree,35 or less
29,Female,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,1,Bachelor's degree,35 or less
29,Female,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Single, never married",1,Bachelor's degree,35 or less
29,Female,British Columbia,High school diploma or a high school equivalency certificate,"Single, never married",1,High school,35 or less
29,Female,British Columbia,Less than high school diploma or its equivalent,"Single, never married",1,Less than high school,35 or less
29,Female,British Columbia,"University certificate, diploma or degree above the bach...",Married,1,Master or doctorate degree,35 or less
29,Female,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,1,Bachelor's degree,35 or less
29,Female,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Single, never married",1,Bachelor's degree,35 or less
29,Female,Manitoba,High school diploma or a high school equivalency certificate,Married,1,High school,35 or less
29,Female,Manitoba,"University certificate, diploma or degree above the bach...",Married,1,Master or doctorate degree,35 or less
29,Female,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,1,Bachelor's degree,35 or less
29,Female,New Brunswick,High school diploma or a high school equivalency certificate,"Single, never married",1,High school,35 or less
29,Female,Newfoundland and Labrador,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,1,Bachelor's degree,35 or less
29,Female,Nova Scotia,"College, CEGEP or other non-university certificate or di...",Living common-law,1,College degree,35 or less
29,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,2,Bachelor's degree,35 or less
29,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Single, never married",2,Bachelor's degree,35 or less
29,Female,Ontario,"College, CEGEP or other non-university certificate or di...",Living common-law,1,College degree,35 or less
29,Female,Ontario,"College, CEGEP or other non-university certificate or di...",Married,1,College degree,35 or less
29,Female,Ontario,"College, CEGEP or other non-university certificate or di...","Single, never married",1,College degree,35 or less
29,Female,Ontario,Less than high school diploma or its equivalent,Married,1,Less than high school,35 or less
29,Female,Ontario,Less than high school diploma or its equivalent,"Single, never married",1,Less than high school,35 or less
29,Female,Ontario,"University certificate, diploma or degree above the bach...","Single, never married",1,Master or doctorate degree,35 or less
29,Female,Prince Edward Island,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,1,Bachelor's degree,35 or less
29,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Single, never married",1,Bachelor's degree,35 or less
29,Female,Quebec,"College, CEGEP or other non-university certificate or di...",Married,1,College degree,35 or less
29,Female,Quebec,High school diploma or a high school equivalency certificate,Married,1,High school,35 or less
29,Female,Saskatchewan,Trade certificate or diploma,Married,1,College degree,35 or less
29,Male,Alberta,"College, CEGEP or other non-university certificate or di...",Married,1,College degree,35 or less
29,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Living common-law,1,Bachelor's degree,35 or less
29,Male,Manitoba,"University certificate, diploma or degree above the bach...","Single, never married",1,Master or doctorate degree,35 or less
29,Male,Newfoundland and Labrador,Trade certificate or diploma,Married,1,College degree,35 or less
29,Male,Newfoundland and Labrador,Trade certificate or diploma,"Single, never married",1,College degree,35 or less
29,Male,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Separated,1,Bachelor's degree,35 or less
29,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,1,Bachelor's degree,35 or less
29,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Single, never married",2,Bachelor's degree,35 or less
29,Male,Ontario,"College, CEGEP or other non-university certificate or di...","Single, never married",1,College degree,35 or less
29,Male,Ontario,"University certificate, diploma or degree above the bach...","Single, never married",1,Master or doctorate degree,35 or less
29,Male,Prince Edward Island,"College, CEGEP or other non-university certificate or di...","Single, never married",1,College degree,35 or less
29,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Single, never married",1,Bachelor's degree,35 or less
29,Male,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Single, never married",1,Bachelor's degree,35 or less
29,Male,Saskatchewan,High school diploma or a high school equivalency certificate,Married,1,High school,35 or less
29,Female,Alberta,Less than high school diploma or its equivalent,Married,1,Less than high school,35 or less
29,Female,Alberta,"University certificate, diploma or degree above the bach...",Married,2,Master or doctorate degree,35 or less
29,Female,British Columbia,"University certificate, diploma or degree above the bach...",Married,1,Master or doctorate degree,35 or less
29,Female,Manitoba,Less than high school diploma or its equivalent,Living common-law,1,Less than high school,35 or less
29,Female,New Brunswick,"College, CEGEP or other non-university certificate or di...",Living common-law,1,College degree,35 or less
29,Female,New Brunswick,"NA",Divorced,1,No schooling,35 or less
29,Female,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or di...",Living common-law,1,College degree,35 or less
29,Female,Nova Scotia,High school diploma or a high school equivalency certificate,"Single, never married",1,High school,35 or less
29,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Single, never married",1,Bachelor's degree,35 or less
29,Female,Ontario,"College, CEGEP or other non-university certificate or di...",Married,2,College degree,35 or less
29,Female,Ontario,High school diploma or a high school equivalency certificate,"Single, never married",1,High school,35 or less
29,Female,Ontario,University certificate or diploma below the bachelor's level,"Single, never married",1,Bachelor's degree,35 or less
29,Female,Quebec,High school diploma or a high school equivalency certificate,Living common-law,1,High school,35 or less
29,Female,Quebec,Trade certificate or diploma,"Single, never married",1,College degree,35 or less
29,Female,Saskatchewan,"College, CEGEP or other non-university certificate or di...",Married,1,College degree,35 or less
29,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Single, never married",1,Bachelor's degree,35 or less
29,Male,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,1,Bachelor's degree,35 or less
29,Male,New Brunswick,High school diploma or a high school equivalency certificate,"Single, never married",1,High school,35 or less
29,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,1,Bachelor's degree,35 or less
29,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Single, never married",1,Bachelor's degree,35 or less
29,Male,Ontario,"College, CEGEP or other non-university certificate or di...",Living common-law,1,College degree,35 or less
29,Male,Ontario,"College, CEGEP or other non-university certificate or di...","Single, never married",2,College degree,35 or less
29,Male,Ontario,High school diploma or a high school equivalency certificate,Married,1,High school,35 or less
29,Male,Ontario,High school diploma or a high school equivalency certificate,Separated,1,High school,35 or less
29,Male,Ontario,Less than high school diploma or its equivalent,"Single, never married",1,Less than high school,35 or less
29,Male,Quebec,"College, CEGEP or other non-university certificate or di...",Living common-law,1,College degree,35 or less
29,Male,Quebec,Less than high school diploma or its equivalent,"Single, never married",1,Less than high school,35 or less
29,Male,Saskatchewan,"College, CEGEP or other non-university certificate or di...",Married,1,College degree,35 or less
29,Male,Saskatchewan,High school diploma or a high school equivalency certificate,Married,1,High school,35 or less
30,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,1,Bachelor's degree,35 or less
30,Female,British Columbia,University certificate or diploma below the bachelor's level,"Single, never married",1,Bachelor's degree,35 or less
30,Female,Manitoba,"College, CEGEP or other non-university certificate or di...","Single, never married",1,College degree,35 or less
30,Female,Manitoba,High school diploma or a high school equivalency certificate,"Single, never married",1,High school,35 or less
30,Female,Manitoba,Trade certificate or diploma,Married,1,College degree,35 or less
30,Female,New Brunswick,"College, CEGEP or other non-university certificate or di...",Married,1,College degree,35 or less
30,Female,New Brunswick,"College, CEGEP or other non-university certificate or di...","Single, never married",1,College degree,35 or less
30,Female,Newfoundland and Labrador,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,1,Bachelor's degree,35 or less
30,Female,Newfoundland and Labrador,University certificate or diploma below the bachelor's level,Married,1,Bachelor's degree,35 or less
30,Female,Nova Scotia,"University certificate, diploma or degree above the bach...",Married,1,Master or doctorate degree,35 or less
30,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,1,Bachelor's degree,35 or less
30,Female,Ontario,"College, CEGEP or other non-university certificate or di...",Married,1,College degree,35 or less
30,Female,Ontario,"College, CEGEP or other non-university certificate or di...","Single, never married",2,College degree,35 or less
30,Female,Ontario,"NA",Married,1,No schooling,35 or less
30,Female,Ontario,"University certificate, diploma or degree above the bach...",Married,1,Master or doctorate degree,35 or less
30,Female,Prince Edward Island,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,1,Bachelor's degree,35 or less
30,Female,Quebec,University certificate or diploma below the bachelor's level,Living common-law,1,Bachelor's degree,35 or less
30,Female,Saskatchewan,"University certificate, diploma or degree above the bach...",Married,1,Master or doctorate degree,35 or less
30,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Separated,1,Bachelor's degree,35 or less
30,Male,Newfoundland and Labrador,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Single, never married",1,Bachelor's degree,35 or less
30,Male,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,1,Bachelor's degree,35 or less
30,Male,Quebec,Trade certificate or diploma,Living common-law,1,College degree,35 or less
30,Male,Quebec,Trade certificate or diploma,"Single, never married",2,College degree,35 or less
30,Male,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Single, never married",1,Bachelor's degree,35 or less
30,Male,Saskatchewan,Trade certificate or diploma,Married,1,College degree,35 or less
30,Female,Alberta,High school diploma or a high school equivalency certificate,Married,1,High school,35 or less
30,Female,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,1,Bachelor's degree,35 or less
30,Female,British Columbia,University certificate or diploma below the bachelor's level,Married,1,Bachelor's degree,35 or less
30,Female,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Single, never married",1,Bachelor's degree,35 or less
30,Female,Manitoba,"College, CEGEP or other non-university certificate or di...","Single, never married",1,College degree,35 or less
30,Female,Nova Scotia,"College, CEGEP or other non-university certificate or di...",Married,1,College degree,35 or less
30,Female,Nova Scotia,"College, CEGEP or other non-university certificate or di...","Single, never married",1,College degree,35 or less
30,Female,Ontario,High school diploma or a high school equivalency certificate,"Single, never married",2,High school,35 or less
30,Female,Ontario,"University certificate, diploma or degree above the bach...",Living common-law,1,Master or doctorate degree,35 or less
30,Female,Ontario,"University certificate, diploma or degree above the bach...",Married,2,Master or doctorate degree,35 or less
30,Female,Quebec,"College, CEGEP or other non-university certificate or di...",Married,1,College degree,35 or less
30,Female,Quebec,"College, CEGEP or other non-university certificate or di...","Single, never married",1,College degree,35 or less
30,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,2,Bachelor's degree,35 or less
30,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Single, never married",1,Bachelor's degree,35 or less
30,Male,British Columbia,"College, CEGEP or other non-university certificate or di...",Married,1,College degree,35 or less
30,Male,British Columbia,High school diploma or a high school equivalency certificate,"Single, never married",1,High school,35 or less
30,Male,British Columbia,"NA",Married,1,No schooling,35 or less
30,Male,British Columbia,Trade certificate or diploma,Married,1,College degree,35 or less
30,Male,Manitoba,"College, CEGEP or other non-university certificate or di...",Living common-law,1,College degree,35 or less
30,Male,Manitoba,"NA",Married,1,No schooling,35 or less
30,Male,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or di...",Married,1,College degree,35 or less
30,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Living common-law,1,Bachelor's degree,35 or less
30,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Single, never married",2,Bachelor's degree,35 or less
30,Male,Ontario,"College, CEGEP or other non-university certificate or di...",Married,2,College degree,35 or less
30,Male,Ontario,High school diploma or a high school equivalency certificate,"Single, never married",2,High school,35 or less
30,Male,Ontario,"University certificate, diploma or degree above the bach...",Married,2,Master or doctorate degree,35 or less
30,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Single, never married",1,Bachelor's degree,35 or less
30,Male,Quebec,"University certificate, diploma or degree above the bach...","Single, never married",1,Master or doctorate degree,35 or less
30,Female,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,1,Bachelor's degree,35 or less
30,Female,Manitoba,University certificate or diploma below the bachelor's level,"Single, never married",1,Bachelor's degree,35 or less
30,Female,New Brunswick,High school diploma or a high school equivalency certificate,Married,1,High school,35 or less
30,Female,Newfoundland and Labrador,"University certificate, diploma or degree above the bach...",Married,1,Master or doctorate degree,35 or less
30,Female,Nova Scotia,"College, CEGEP or other non-university certificate or di...",Living common-law,1,College degree,35 or less
30,Female,Nova Scotia,"College, CEGEP or other non-university certificate or di...",Married,1,College degree,35 or less
30,Female,Nova Scotia,High school diploma or a high school equivalency certificate,"Single, never married",1,High school,35 or less
30,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Single, never married",2,Bachelor's degree,35 or less
30,Female,Ontario,"College, CEGEP or other non-university certificate or di...",Married,2,College degree,35 or less
30,Female,Ontario,"College, CEGEP or other non-university certificate or di...",Separated,1,College degree,35 or less
30,Female,Ontario,High school diploma or a high school equivalency certificate,Married,2,High school,35 or less
30,Female,Ontario,High school diploma or a high school equivalency certificate,"Single, never married",1,High school,35 or less
30,Female,Ontario,University certificate or diploma below the bachelor's level,Married,1,Bachelor's degree,35 or less
30,Female,Ontario,"University certificate, diploma or degree above the bach...",Married,1,Master or doctorate degree,35 or less
30,Female,Quebec,"College, CEGEP or other non-university certificate or di...",Living common-law,1,College degree,35 or less
30,Female,Quebec,Trade certificate or diploma,"Single, never married",1,College degree,35 or less
30,Female,Quebec,"University certificate, diploma or degree above the bach...",Married,1,Master or doctorate degree,35 or less
30,Female,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,1,Bachelor's degree,35 or less
30,Female,Saskatchewan,"College, CEGEP or other non-university certificate or di...",Living common-law,1,College degree,35 or less
30,Female,Saskatchewan,Less than high school diploma or its equivalent,Married,1,Less than high school,35 or less
30,Male,Alberta,"College, CEGEP or other non-university certificate or di...",Living common-law,1,College degree,35 or less
30,Male,Alberta,"College, CEGEP or other non-university certificate or di...","Single, never married",1,College degree,35 or less
30,Male,Alberta,High school diploma or a high school equivalency certificate,Married,1,High school,35 or less
30,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Single, never married",1,Bachelor's degree,35 or less
30,Male,British Columbia,"College, CEGEP or other non-university certificate or di...","Single, never married",1,College degree,35 or less
30,Male,British Columbia,High school diploma or a high school equivalency certificate,Married,1,High school,35 or less
30,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Single, never married",1,Bachelor's degree,35 or less
30,Male,Ontario,High school diploma or a high school equivalency certificate,"Single, never married",2,High school,35 or less
30,Male,Ontario,"University certificate, diploma or degree above the bach...","Single, never married",1,Master or doctorate degree,35 or less
30,Male,Prince Edward Island,High school diploma or a high school equivalency certificate,"Single, never married",1,High school,35 or less
30,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Living common-law,1,Bachelor's degree,35 or less
30,Male,Quebec,"College, CEGEP or other non-university certificate or di...",Living common-law,1,College degree,35 or less
30,Male,Quebec,Trade certificate or diploma,Living common-law,1,College degree,35 or less
30,Male,Quebec,"University certificate, diploma or degree above the bach...","Single, never married",1,Master or doctorate degree,35 or less
30,Male,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,1,Bachelor's degree,35 or less
30,Male,Saskatchewan,Trade certificate or diploma,Married,1,College degree,35 or less
30,Female,Alberta,"College, CEGEP or other non-university certificate or di...",Divorced,1,College degree,35 or less
30,Female,Alberta,University certificate or diploma below the bachelor's level,"Single, never married",1,Bachelor's degree,35 or less
30,Female,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,1,Bachelor's degree,35 or less
30,Female,British Columbia,"University certificate, diploma or degree above the bach...",Married,2,Master or doctorate degree,35 or less
30,Female,Manitoba,Trade certificate or diploma,"Single, never married",1,College degree,35 or less
30,Female,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or di...","Single, never married",1,College degree,35 or less
30,Female,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,Living common-law,1,High school,35 or less
30,Female,Newfoundland and Labrador,"University certificate, diploma or degree above the bach...",Married,1,Master or doctorate degree,35 or less
30,Female,Nova Scotia,"College, CEGEP or other non-university certificate or di...","Single, never married",1,College degree,35 or less
30,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Living common-law,1,Bachelor's degree,35 or less
30,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Separated,1,Bachelor's degree,35 or less
30,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Single, never married",2,Bachelor's degree,35 or less
30,Female,Ontario,"College, CEGEP or other non-university certificate or di...",Divorced,1,College degree,35 or less
30,Female,Ontario,"College, CEGEP or other non-university certificate or di...","Single, never married",1,College degree,35 or less
30,Female,Ontario,High school diploma or a high school equivalency certificate,Married,1,High school,35 or less
30,Female,Prince Edward Island,"College, CEGEP or other non-university certificate or di...",Living common-law,1,College degree,35 or less
30,Female,Prince Edward Island,High school diploma or a high school equivalency certificate,Living common-law,1,High school,35 or less
30,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Living common-law,1,Bachelor's degree,35 or less
30,Female,Quebec,"University certificate, diploma or degree above the bach...",Living common-law,1,Master or doctorate degree,35 or less
30,Female,Quebec,"University certificate, diploma or degree above the bach...",Married,1,Master or doctorate degree,35 or less
30,Female,Quebec,"University certificate, diploma or degree above the bach...","Single, never married",1,Master or doctorate degree,35 or less
30,Female,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,1,Bachelor's degree,35 or less
30,Male,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Single, never married",1,Bachelor's degree,35 or less
30,Male,Alberta,Trade certificate or diploma,Married,1,College degree,35 or less
30,Male,Alberta,"University certificate, diploma or degree above the bach...",Living common-law,1,Master or doctorate degree,35 or less
30,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,1,Bachelor's degree,35 or less
30,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Single, never married",1,Bachelor's degree,35 or less
30,Male,British Columbia,"College, CEGEP or other non-university certificate or di...",Married,1,College degree,35 or less
30,Male,British Columbia,University certificate or diploma below the bachelor's level,Married,1,Bachelor's degree,35 or less
30,Male,Manitoba,"College, CEGEP or other non-university certificate or di...",Living common-law,1,College degree,35 or less
30,Male,Manitoba,High school diploma or a high school equivalency certificate,"Single, never married",1,High school,35 or less
30,Male,New Brunswick,Trade certificate or diploma,Living common-law,1,College degree,35 or less
30,Male,Newfoundland and Labrador,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,2,Bachelor's degree,35 or less
30,Male,Newfoundland and Labrador,University certificate or diploma below the bachelor's level,Married,1,Bachelor's degree,35 or less
30,Male,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Single, never married",1,Bachelor's degree,35 or less
30,Male,Nova Scotia,Trade certificate or diploma,Living common-law,1,College degree,35 or less
30,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,1,Bachelor's degree,35 or less
30,Male,Ontario,"College, CEGEP or other non-university certificate or di...",Living common-law,1,College degree,35 or less
30,Male,Ontario,"College, CEGEP or other non-university certificate or di...",Married,1,College degree,35 or less
30,Male,Ontario,"College, CEGEP or other non-university certificate or di...","Single, never married",2,College degree,35 or less
30,Male,Ontario,High school diploma or a high school equivalency certificate,"Single, never married",2,High school,35 or less
30,Male,Ontario,"University certificate, diploma or degree above the bach...",Married,1,Master or doctorate degree,35 or less
30,Male,Ontario,"University certificate, diploma or degree above the bach...","Single, never married",1,Master or doctorate degree,35 or less
30,Male,Prince Edward Island,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Living common-law,1,Bachelor's degree,35 or less
30,Male,Prince Edward Island,High school diploma or a high school equivalency certificate,Married,1,High school,35 or less
30,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Living common-law,1,Bachelor's degree,35 or less
30,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Single, never married",1,Bachelor's degree,35 or less
30,Male,Quebec,High school diploma or a high school equivalency certificate,"Single, never married",1,High school,35 or less
30,Male,Quebec,Trade certificate or diploma,Living common-law,2,College degree,35 or less
30,Male,Saskatchewan,"College, CEGEP or other non-university certificate or di...",Married,1,College degree,35 or less
30,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,1,Bachelor's degree,35 or less
30,Female,Alberta,High school diploma or a high school equivalency certificate,Married,1,High school,35 or less
30,Female,British Columbia,"College, CEGEP or other non-university certificate or di...","Single, never married",1,College degree,35 or less
30,Female,British Columbia,University certificate or diploma below the bachelor's level,"Single, never married",1,Bachelor's degree,35 or less
30,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Single, never married",1,Bachelor's degree,35 or less
30,Female,Ontario,"College, CEGEP or other non-university certificate or di...",Married,1,College degree,35 or less
30,Female,Prince Edward Island,"College, CEGEP or other non-university certificate or di...",Married,1,College degree,35 or less
30,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Living common-law,1,Bachelor's degree,35 or less
30,Female,Quebec,"College, CEGEP or other non-university certificate or di...",Living common-law,1,College degree,35 or less
30,Female,Saskatchewan,"College, CEGEP or other non-university certificate or di...",Married,1,College degree,35 or less
30,Male,Alberta,High school diploma or a high school equivalency certificate,Living common-law,1,High school,35 or less
30,Male,Alberta,High school diploma or a high school equivalency certificate,Married,1,High school,35 or less
30,Male,Alberta,Less than high school diploma or its equivalent,"Single, never married",1,Less than high school,35 or less
30,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,1,Bachelor's degree,35 or less
30,Male,Manitoba,"University certificate, diploma or degree above the bach...","Single, never married",1,Master or doctorate degree,35 or less
30,Male,Newfoundland and Labrador,University certificate or diploma below the bachelor's level,Living common-law,1,Bachelor's degree,35 or less
30,Male,Nova Scotia,"College, CEGEP or other non-university certificate or di...","Single, never married",1,College degree,35 or less
30,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,1,Bachelor's degree,35 or less
30,Male,Ontario,"College, CEGEP or other non-university certificate or di...",Living common-law,1,College degree,35 or less
30,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,2,Bachelor's degree,35 or less
30,Male,Saskatchewan,High school diploma or a high school equivalency certificate,"Single, never married",1,High school,35 or less
30,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,1,Bachelor's degree,35 or less
30,Female,Alberta,"College, CEGEP or other non-university certificate or di...",Living common-law,1,College degree,35 or less
30,Female,Alberta,High school diploma or a high school equivalency certificate,Living common-law,1,High school,35 or less
30,Female,British Columbia,"University certificate, diploma or degree above the bach...",Married,1,Master or doctorate degree,35 or less
30,Female,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Living common-law,1,Bachelor's degree,35 or less
30,Female,New Brunswick,"College, CEGEP or other non-university certificate or di...",Married,1,College degree,35 or less
